2024-07-19 08:03:32 +0000  Initial pipeline context: <IDEDistributionProcessingPipelineContext: 0x14763af00; archive(resolved)="<IDEArchive: 0x600000164780>", distributionTask(resolved)="2", distributionDestination(resolved)="1", distributionMethod(resolved)="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team(resolved)="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	Chain (17, self inclusive):
	<IDEDistributionProcessingPipelineContext: 0x14763af00; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionProcessingPipelineContext: 0x1476bed90; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x130905160; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10e808800; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10e80cba0; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x130906210; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10bc052d0; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10bc050a0; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10bb12100; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10bc0f670; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10bc06c20; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10bc07e10; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10bb11ed0; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x60000311e280; teamID='9MX743PXKM', teamName='AXIENTA (PRIVATE) LIMITED', teamType='Company', username='chamika.desilva@axienta.lk', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10e8085d0; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="(null)">
	<IDEDistributionContext: 0x10e8078b0; archive = "<IDEArchive: 0x600000164780>", distributionMethod="<IDEDistributionMethodiOSAppStoreDistribution: 0x6000026c34c0>", team="(null)">
	<IDEDistributionContext: 0x147430380; archive = "<IDEArchive: 0x600000164780>", distributionMethod="(null)", team="(null)">
	<IDEDistributionContext: 0x147450240; archive = "<IDEArchive: 0x600000164780>", distributionMethod="(null)", team="(null)">
</IDEDistributionProcessingPipelineContext: 0x14763af00>
2024-07-19 08:03:32 +0000  Processing step: IDEDistributionCreateDestRootStep
2024-07-19 08:03:32 +0000  Processing step: IDEDistributionCopyItemStep
2024-07-19 08:03:32 +0000  Running /usr/bin/ditto '-V' '/Users/razor/Library/Developer/Xcode/Archives/2024-07-10/Runner 2.xcarchive/Products/Applications/Runner.app' '/var/folders/p8/xdv5bfc97zq37f0770270_nr0000gn/T/XcodeDistPipeline.~~~DXcWow/Root/Payload/Runner.app'
2024-07-19 08:03:32 +0000  >>> Copying /Users/razor/Library/Developer/Xcode/Archives/2024-07-10/Runner 2.xcarchive/Products/Applications/Runner.app 
2024-07-19 08:03:32 +0000  copying file ./_CodeSignature/CodeResources ... 
2024-07-19 08:03:32 +0000  88052 bytes for ./_CodeSignature/CodeResources
2024-07-19 08:03:32 +0000  copying file ./permission_handler_apple_privacy.bundle/PrivacyInfo.xcprivacy ... 
2024-07-19 08:03:32 +0000  659 bytes for ./permission_handler_apple_privacy.bundle/PrivacyInfo.xcprivacy
2024-07-19 08:03:32 +0000  copying file ./permission_handler_apple_privacy.bundle/Info.plist ... 
2024-07-19 08:03:32 +0000  809 bytes for ./permission_handler_apple_privacy.bundle/Info.plist
2024-07-19 08:03:32 +0000  copying file ./AppIcon60x60@2x.png ... 
2024-07-19 08:03:32 +0000  6567 bytes for ./AppIcon60x60@2x.png
2024-07-19 08:03:32 +0000  copying file ./Runner ... 
2024-07-19 08:03:32 +0000  153696 bytes for ./Runner
2024-07-19 08:03:32 +0000  copying file ./Base.lproj/Main.storyboardc/UIViewController-BYZ-38-t0r.nib ... 
2024-07-19 08:03:32 +0000  951 bytes for ./Base.lproj/Main.storyboardc/UIViewController-BYZ-38-t0r.nib
2024-07-19 08:03:32 +0000  copying file ./Base.lproj/Main.storyboardc/BYZ-38-t0r-view-8bC-Xf-vdC.nib ... 
2024-07-19 08:03:32 +0000  1835 bytes for ./Base.lproj/Main.storyboardc/BYZ-38-t0r-view-8bC-Xf-vdC.nib
2024-07-19 08:03:32 +0000  copying file ./Base.lproj/Main.storyboardc/Info.plist ... 
2024-07-19 08:03:32 +0000  258 bytes for ./Base.lproj/Main.storyboardc/Info.plist
2024-07-19 08:03:32 +0000  copying file ./Base.lproj/LaunchScreen.storyboardc/01J-lp-oVM-view-Ze5-6b-2t3.nib ... 
2024-07-19 08:03:32 +0000  2281 bytes for ./Base.lproj/LaunchScreen.storyboardc/01J-lp-oVM-view-Ze5-6b-2t3.nib
2024-07-19 08:03:32 +0000  copying file ./Base.lproj/LaunchScreen.storyboardc/UIViewController-01J-lp-oVM.nib ... 
2024-07-19 08:03:32 +0000  924 bytes for ./Base.lproj/LaunchScreen.storyboardc/UIViewController-01J-lp-oVM.nib
2024-07-19 08:03:32 +0000  copying file ./Base.lproj/LaunchScreen.storyboardc/Info.plist ... 
2024-07-19 08:03:32 +0000  258 bytes for ./Base.lproj/LaunchScreen.storyboardc/Info.plist
2024-07-19 08:03:32 +0000  copying file ./Assets.car ... 
2024-07-19 08:03:32 +0000  225608 bytes for ./Assets.car
2024-07-19 08:03:32 +0000  copying file ./AppFrameworkInfo.plist ... 
2024-07-19 08:03:32 +0000  377 bytes for ./AppFrameworkInfo.plist
2024-07-19 08:03:32 +0000  copying file ./AppIcon76x76@2x~ipad.png ... 
2024-07-19 08:03:32 +0000  8495 bytes for ./AppIcon76x76@2x~ipad.png
2024-07-19 08:03:32 +0000  copying file ./Frameworks/wakelock_plus.framework/_CodeSignature/CodeResources ... 
2024-07-19 08:03:32 +0000  2300 bytes for ./Frameworks/wakelock_plus.framework/_CodeSignature/CodeResources
2024-07-19 08:03:32 +0000  copying file ./Frameworks/wakelock_plus.framework/wakelock_plus ... 
2024-07-19 08:03:32 +0000  86496 bytes for ./Frameworks/wakelock_plus.framework/wakelock_plus
2024-07-19 08:03:32 +0000  copying file ./Frameworks/wakelock_plus.framework/Info.plist ... 
2024-07-19 08:03:32 +0000  795 bytes for ./Frameworks/wakelock_plus.framework/Info.plist
2024-07-19 08:03:32 +0000  copying file ./Frameworks/wakelock_plus.framework/thermal.bundle/PrivacyInfo.xcprivacy ... 
2024-07-19 08:03:32 +0000  373 bytes for ./Frameworks/wakelock_plus.framework/thermal.bundle/PrivacyInfo.xcprivacy
2024-07-19 08:03:32 +0000  copying file ./Frameworks/wakelock_plus.framework/thermal.bundle/Info.plist ... 
2024-07-19 08:03:32 +0000  758 bytes for ./Frameworks/wakelock_plus.framework/thermal.bundle/Info.plist
2024-07-19 08:03:32 +0000  copying file ./Frameworks/syncfusion_flutter_pdfviewer.framework/_CodeSignature/CodeResources ... 
2024-07-19 08:03:32 +0000  1798 bytes for ./Frameworks/syncfusion_flutter_pdfviewer.framework/_CodeSignature/CodeResources
2024-07-19 08:03:32 +0000  copying file ./Frameworks/syncfusion_flutter_pdfviewer.framework/syncfusion_flutter_pdfviewer ... 
2024-07-19 08:03:32 +0000  151536 bytes for ./Frameworks/syncfusion_flutter_pdfviewer.framework/syncfusion_flutter_pdfviewer
2024-07-19 08:03:32 +0000  copying file ./Frameworks/syncfusion_flutter_pdfviewer.framework/Info.plist ... 
2024-07-19 08:03:32 +0000  827 bytes for ./Frameworks/syncfusion_flutter_pdfviewer.framework/Info.plist
2024-07-19 08:03:32 +0000  copying file ./Frameworks/image_gallery_saver.framework/_CodeSignature/CodeResources ... 
2024-07-19 08:03:32 +0000  1798 bytes for ./Frameworks/image_gallery_saver.framework/_CodeSignature/CodeResources
2024-07-19 08:03:32 +0000  copying file ./Frameworks/image_gallery_saver.framework/image_gallery_saver ... 
2024-07-19 08:03:32 +0000  166320 bytes for ./Frameworks/image_gallery_saver.framework/image_gallery_saver
2024-07-19 08:03:32 +0000  copying file ./Frameworks/image_gallery_saver.framework/Info.plist ... 
2024-07-19 08:03:32 +0000  809 bytes for ./Frameworks/image_gallery_saver.framework/Info.plist
2024-07-19 08:03:32 +0000  copying file ./Frameworks/libswiftPhotos.dylib ... 
2024-07-19 08:03:32 +0000  74592 bytes for ./Frameworks/libswiftPhotos.dylib
2024-07-19 08:03:32 +0000  copying file ./Frameworks/libswiftCoreImage.dylib ... 
2024-07-19 08:03:32 +0000  73072 bytes for ./Frameworks/libswiftCoreImage.dylib
2024-07-19 08:03:32 +0000  copying file ./Frameworks/GoogleDataTransport.framework/_CodeSignature/CodeResources ... 
2024-07-19 08:03:32 +0000  2524 bytes for ./Frameworks/GoogleDataTransport.framework/_CodeSignature/CodeResources
2024-07-19 08:03:32 +0000  copying file ./Frameworks/GoogleDataTransport.framework/GoogleDataTransport ... 
2024-07-19 08:03:32 +0000  393536 bytes for ./Frameworks/GoogleDataTransport.framework/GoogleDataTransport
2024-07-19 08:03:32 +0000  copying file ./Frameworks/GoogleDataTransport.framework/GoogleDataTransport_Privacy.bundle/PrivacyInfo.xcprivacy ... 
2024-07-19 08:03:32 +0000  1105 bytes for ./Frameworks/GoogleDataTransport.framework/GoogleDataTransport_Privacy.bundle/PrivacyInfo.xcprivacy
2024-07-19 08:03:32 +0000  copying file ./Frameworks/GoogleDataTransport.framework/GoogleDataTransport_Privacy.bundle/Info.plist ... 
2024-07-19 08:03:32 +0000  799 bytes for ./Frameworks/GoogleDataTransport.framework/GoogleDataTransport_Privacy.bundle/Info.plist
2024-07-19 08:03:32 +0000  copying file ./Frameworks/GoogleDataTransport.framework/Info.plist ... 
2024-07-19 08:03:32 +0000  808 bytes for ./Frameworks/GoogleDataTransport.framework/Info.plist
2024-07-19 08:03:32 +0000  copying file ./Frameworks/libswiftObjectiveC.dylib ... 
